Cell HMSLID	Cell line	Small Molecule HMSLID	Small Molecule	Seeding density	Replicate	IC50	Emax	AUC	IC curve fit	r2 for IC curve	EC50 for IC curve	Einf for IC curve	Hill coeff. for IC curve	GR50	GRmax	GR_AOC	GR curve fit	r2 for GR curve	EC50 for GR curve	Einf for GR curve	Hill coeff. for GR curve
50583	MCF 10A	10024	NVP-TAE684	2500	5	1.9742	0.20998	0.22876	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98847	1.9742	3.81E-08	0.68485	1.7507	-0.018853	0.25108	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99075	10.3799	-1	0.61725
50583	MCF 10A	10024	NVP-TAE684	5000	5	5.7789	0.37473	0.17002	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97585	5.7789	5.20E-11	0.58998	3.8766	0.23356	0.18657	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98006	26.441	-1	0.57221
50583	MCF 10A	10071	Palbociclib	156.25	5	0.10178	0.056006	0.59659	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95768	0.097705	0.016176	0.80437	0.39587	0.20186	0.42961	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97006	0.25252	0.15986	0.85687
50583	MCF 10A	10071	Palbociclib	312.5	5	0.15003	0.047232	0.53628	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98779	0.13669	0.056104	1.2777	0.39982	0.070591	0.42048	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99386	0.32583	0.098147	1.0678
50583	MCF 10A	10071	Palbociclib	625	5	0.23809	0.074278	0.47902	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99625	0.19669	0.087705	1.0097	0.87352	0.11947	0.35479	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99396	0.6786	0.089254	0.77875
50583	MCF 10A	10071	Palbociclib	1250	5	0.36952	0.13983	0.43058	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99714	0.24726	0.13949	0.81409	0.93819	0.13263	0.35518	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99516	0.71211	0.087924	0.70144
50583	MCF 10A	10071	Palbociclib	2500	5	0.36408	0.24679	0.41996	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99879	0.17658	0.22951	0.84904	0.29962	0.068069	0.47799	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99829	0.26897	0.044362	0.86089
50583	MCF 10A	10071	Palbociclib	5000	5	0.76587	0.44261	0.379	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92808	0.067996	0.4219	0.76669	0.28679	0.34171	0.43472	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92153	0.085709	0.32012	0.84646
50583	MCF 10A	10146	GSK2126458	156.25	6	0.0035273	0.074599	0.78179	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97182	0.0029408	0.048502	0.56109	0.025885	0.19188	0.59461	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97169	0.013381	0.1688	0.62423
50583	MCF 10A	10146	GSK2126458	312.5	6	0.0021417	0.039046	0.84377	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95282	0.001946	0.032138	0.69351	0.0083944	-0.026584	0.76712	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98475	0.0085907	-0.0081311	0.69782
50583	MCF 10A	10146	GSK2126458	625	6	0.002496	0.035418	0.84821	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98557	0.002305	0.030116	0.78005	0.0089041	-0.023505	0.77077	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99026	0.0089131	-0.00041494	0.81939
50583	MCF 10A	10146	GSK2126458	1250	6	0.0040078	0.045699	0.80919	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98519	0.0036325	0.035102	0.74028	0.012013	-0.037639	0.75686	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98401	0.012808	-0.026619	0.80978
50583	MCF 10A	10146	GSK2126458	2500	6	0.012314	0.10227	0.68624	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99172	0.0095155	0.11962	1.0605	0.017585	-0.041311	0.70373	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98975	0.016884	0.021465	1.0797
50583	MCF 10A	10146	GSK2126458	5000	6	0.03104	0.21367	0.51711	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98452	0.015272	0.29143	1.2327	0.051575	0.17098	0.48254	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96391	0.022861	0.28817	1.0556
50583	MCF 10A	10264	Methotrexate	156.25	6	Inf	1.05	-0.033992	flat fit: x = Einf	-0.44884	Inf	1.05	0	Inf	1.0243	-0.033851	flat fit: x = Einf	-1.2436	Inf	1.0243	0
50583	MCF 10A	10264	Methotrexate	312.5	6	Inf	0.79962	0.10495	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.84574	0.057219	0.81591	5	Inf	0.90356	0.048776	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.74766	0.059445	0.91032	4.799
50583	MCF 10A	10264	Methotrexate	625	6	0.078754	0.33905	0.39355	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99155	0.063137	0.33441	5	Inf	0.58463	0.24586	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98949	0.06794	0.58069	5
50583	MCF 10A	10264	Methotrexate	1250	6	0.06658	0.22412	0.45516	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99548	0.059217	0.22171	5	0.083883	0.4029	0.34833	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99731	0.060095	0.40564	5
50583	MCF 10A	10264	Methotrexate	2500	6	0.066577	0.22906	0.44951	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99838	0.058816	0.23095	5	0.06981	0.24365	0.43707	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99866	0.06068	0.25191	5
50583	MCF 10A	10264	Methotrexate	5000	6	0.075591	0.28232	0.41524	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9992	0.062684	0.29134	4.6674	0.083698	0.29005	0.40257	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9991	0.068208	0.30385	4.5721
50583	MCF 10A	10102	Taxol	156.25	6	0.001929	0.082968	0.65409	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99579	0.0018026	0.089057	2.8933	0.0029698	0.21304	0.52868	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99163	0.0023743	0.23013	2.7557
50583	MCF 10A	10102	Taxol	312.5	6	0.0023907	0.04944	0.66412	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99734	0.0023433	0.047617	5	0.0028773	0.027891	0.6593	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99325	0.0028525	0.014157	3.3067
50583	MCF 10A	10102	Taxol	625	6	0.0014491	0.03352	0.71742	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9947	0.0013993	0.03867	2.3021	0.0024842	-0.035037	0.70131	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99687	0.0025465	-0.025263	1.9886
50583	MCF 10A	10102	Taxol	1250	6	0.0022695	0.040378	0.67077	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99712	0.0021899	0.040041	2.3381	0.0033045	-0.064988	0.68722	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99866	0.0034466	-0.055478	2.4986
50583	MCF 10A	10102	Taxol	2500	6	0.0039318	0.075306	0.59259	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99929	0.0037188	0.075152	2.9242	0.004484	-0.13136	0.69014	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99903	0.0048821	-0.13109	2.7377
50583	MCF 10A	10102	Taxol	5000	6	0.006301	0.14267	0.51212	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99961	0.0054213	0.14544	2.286	0.0073004	0.017659	0.55469	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9995	0.0071441	0.022423	2.12
50583	MCF 10A	10250	Etoposide	156.25	6	0.13989	0.065537	0.51906	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9947	0.12766	0.081427	1.9424	0.32769	0.18099	0.39266	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99015	0.23221	0.20757	1.5572
50583	MCF 10A	10250	Etoposide	312.5	6	0.16524	0.040965	0.52444	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99659	0.15855	0.044257	2.2406	0.27274	0.004854	0.47882	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99758	0.266	0.023823	1.9512
50583	MCF 10A	10250	Etoposide	625	6	0.13536	0.031913	0.56882	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99357	0.13101	0.026792	1.6846	0.24516	-0.026896	0.51508	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99769	0.25047	-0.017402	1.5977
50583	MCF 10A	10250	Etoposide	1250	6	0.14574	0.04942	0.55324	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9953	0.13611	0.04504	1.3806	0.2734	-0.019162	0.49923	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99798	0.27946	-0.014311	1.2867
50583	MCF 10A	10250	Etoposide	2500	6	0.17345	0.11205	0.51426	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99185	0.14791	0.1056	1.4891	0.21853	-0.013906	0.53071	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99656	0.22125	-0.009874	1.5833
50583	MCF 10A	10250	Etoposide	5000	6	0.22055	0.22389	0.44947	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9878	0.15379	0.22006	1.6088	0.25728	0.18621	0.44254	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99288	0.19676	0.19114	1.7961
50583	MCF 10A	10099	Nilotinib	156.25	6	6.3094	0.24427	0.10104	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94115	5.3835	0.27387	5	Inf	0.52216	0.052827	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9396	5.3088	0.54553	5
50583	MCF 10A	10099	Nilotinib	312.5	6	4.513	0.16833	0.1061	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98685	4.1521	0.17041	4.9998	6.4635	0.35445	0.066956	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97977	4.9172	0.35431	4.51
50583	MCF 10A	10099	Nilotinib	625	6	6.3503	0.10777	0.10632	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99063	5.9852	0.0977	3.6717	9.253	0.24028	0.0762	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9924	7.8973	0.20802	3.3954
50583	MCF 10A	10099	Nilotinib	1250	6	9.5867	0.13128	0.075893	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99354	9.1393	0.078585	3.5782	12.4599	0.23389	0.058699	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99775	11.4974	0.12172	3.4702
50583	MCF 10A	10099	Nilotinib	2500	6	12.3614	0.16786	0.039361	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98863	11.8252	0.091061	4.5331	13.4963	0.099381	0.042487	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99551	14.2408	-0.12342	4.1083
50583	MCF 10A	10099	Nilotinib	5000	6	21.5321	0.58513	-0.015937	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92415	21.5321	6.66E-07	5	21.6802	0.6334	-0.0093785	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94543	27.0073	-0.99991	5
50583	MCF 10A	10049	PLX-4720	156.25	6	12.9298	0.25436	0.045872	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92723	11.6383	0.20456	4.9999	25.9434	0.53731	0.016126	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.93972	12.9573	0.48444	4.9981
50583	MCF 10A	10049	PLX-4720	312.5	6	12.6794	0.26906	0.083466	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.93106	11.7787	0.088361	2.6391	19.9181	0.49798	0.050282	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96611	17.4172	0.13016	2.2475
50583	MCF 10A	10049	PLX-4720	625	6	11.1388	0.22936	0.087181	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9912	11.1388	8.25E-09	1.9396	18.9631	0.46952	0.05002	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.997	36.248	-0.85077	1.5339
50583	MCF 10A	10049	PLX-4720	1250	6	13.4564	0.3545	0.044322	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98708	10.7233	0.30798	4.2153	Inf	0.56499	0.027904	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99189	12.0438	0.50667	3.9452
50583	MCF 10A	10049	PLX-4720	2500	6	Inf	0.61018	-0.010555	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92868	13.2079	0.56119	4.9995	Inf	0.70464	-0.0079062	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92767	13.6628	0.66069	5
50583	MCF 10A	10049	PLX-4720	5000	6	Inf	0.96925	-0.032596	flat fit: x = Einf	-0.98651	Inf	0.96925	0	Inf	0.97754	-0.028176	flat fit: x = Einf	-0.94713	Inf	0.97754	0
50583	MCF 10A	10024	NVP-TAE684	156.25	6	0.15836	0.079797	0.43257	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98424	0.12908	0.11112	1.2296	0.72498	0.22637	0.28643	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98307	0.38926	0.21771	0.91923
50583	MCF 10A	10024	NVP-TAE684	312.5	6	0.33297	0.056141	0.37936	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95782	0.31397	0.030866	1.0843	0.85581	0.076569	0.2881	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98509	0.86019	-0.0024867	0.97265
50583	MCF 10A	10024	NVP-TAE684	625	6	0.30664	0.042687	0.38104	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99278	0.28236	0.045065	1.1451	0.97438	0.032303	0.28222	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99529	1.241	-0.11462	0.85337
50583	MCF 10A	10024	NVP-TAE684	1250	6	0.74511	0.05945	0.29206	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99312	0.70067	0.033988	1.1449	1.8816	0.024295	0.22197	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99286	3.8681	-0.40627	0.82524
50583	MCF 10A	10024	NVP-TAE684	2500	6	1.5012	0.13113	0.23478	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9941	1.5012	2.75E-12	0.88641	2.4692	0.037739	0.20517	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99474	11.4294	-1	0.71697
50583	MCF 10A	10024	NVP-TAE684	5000	6	3.3776	0.28791	0.18715	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98669	3.3776	6.03E-10	0.68612	4.8284	0.29539	0.15714	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98879	28.7459	-1	0.61582
50583	MCF 10A	10071	Palbociclib	156.25	6	0.31111	0.10037	0.44698	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9477	0.25923	0.09339	1.1332	0.97789	0.26312	0.30828	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97579	0.52075	0.25442	1.1284
50583	MCF 10A	10071	Palbociclib	312.5	6	0.14174	0.075269	0.54685	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99676	0.12138	0.063787	0.88006	0.43201	0.12963	0.42085	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99466	0.31529	0.12017	0.87278
50583	MCF 10A	10071	Palbociclib	625	6	0.22835	0.078649	0.50288	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99089	0.20213	0.044245	0.75965	0.93396	0.15658	0.36203	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.991	0.75266	0.071268	0.71252
50583	MCF 10A	10071	Palbociclib	1250	6	0.50186	0.15073	0.39804	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9924	0.34651	0.14778	0.94588	1.9164	0.2769	0.27971	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99178	0.86194	0.23777	0.80772
50583	MCF 10A	10071	Palbociclib	2500	6	0.73998	0.24338	0.34844	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99358	0.38342	0.23986	0.99371	1.3697	0.26726	0.29825	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99424	0.64017	0.25272	0.9257
50583	MCF 10A	10071	Palbociclib	5000	6	0.72783	0.2902	0.35947	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99775	0.28317	0.27056	0.82517	1.2073	0.30249	0.31931	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99828	0.45222	0.276	0.81767
50057	SK-BR-3	10146	GSK2126458	156.25	5	Inf	0.77058	0.053152	flat fit: x = Einf	0.18228	Inf	0.77058	0	Inf	0.6617	0.095757	flat fit: x = Einf	0.33227	Inf	0.6617	0
50057	SK-BR-3	10146	GSK2126458	312.5	5	Inf	0.59954	0.18733	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.77383	0.17286	0.60317	0.48636	0.055731	-0.24403	0.61867	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.77874	0.10024	-0.18601	0.53879
50057	SK-BR-3	10146	GSK2126458	625	5	0.75762	0.40793	0.40481	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97067	0.016712	0.37918	0.37238	0.0084112	-0.11782	0.75556	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97091	0.019912	-0.18471	0.36482
50057	SK-BR-3	10146	GSK2126458	1250	5	0.044287	0.34625	0.47906	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9779	0.0067695	0.39588	0.8354	0.0073806	-0.11301	0.79464	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97478	0.0077063	-0.018237	0.82968
50057	SK-BR-3	10146	GSK2126458	2500	5	0.075625	0.3998	0.46658	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98609	0.0060217	0.40806	0.66924	0.006382	-0.039801	0.79602	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98598	0.006857	-0.024431	0.66458
50057	SK-BR-3	10146	GSK2126458	5000	5	0.39864	0.45628	0.41931	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99011	0.0060075	0.47785	0.74301	0.083469	0.38185	0.45969	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98756	0.0078883	0.40993	0.72658
50057	SK-BR-3	10264	Methotrexate	156.25	5	Inf	0.99849	-0.013873	flat fit: x = Einf	-0.1029	Inf	0.99849	0	Inf	1.0031	-0.0031356	flat fit: x = Einf	-0.01253	Inf	1.0031	0
50057	SK-BR-3	10264	Methotrexate	312.5	5	Inf	0.91378	-0.024793	flat fit: x = Einf	-0.45122	Inf	0.91378	0	Inf	0.65621	0.0021142	flat fit: x = Einf	0.28641	Inf	0.65621	0
50057	SK-BR-3	10264	Methotrexate	625	5	Inf	0.95481	-0.026165	flat fit: x = Einf	-0.72267	Inf	0.95481	0	Inf	0.92419	-0.019827	flat fit: x = Einf	-0.26719	Inf	0.92419	0
50057	SK-BR-3	10264	Methotrexate	1250	5	Inf	0.79536	0.071234	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.86164	0.096362	0.84631	5	Inf	0.67654	0.11624	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.88308	0.097325	0.75983	5
50057	SK-BR-3	10264	Methotrexate	2500	5	Inf	0.65247	0.19344	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99147	0.059648	0.66026	2.8829	0.12303	0.421	0.3224	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9931	0.060461	0.43447	2.8603
50057	SK-BR-3	10264	Methotrexate	5000	5	Inf	0.57846	0.2269	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99708	0.087626	0.59147	4.9997	Inf	0.54534	0.24131	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9969	0.089984	0.56148	4.9863
50057	SK-BR-3	10102	Taxol	156.25	5	Inf	0.99931	-0.014813	flat fit: x = Einf	-0.21517	Inf	0.99931	0	Inf	1.0097	-0.013481	flat fit: x = Einf	-0.12799	Inf	1.0097	0
50057	SK-BR-3	10102	Taxol	312.5	5	Inf	0.801	0.091738	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.72066	0.0055053	0.819	4.992	0.0068892	0.33149	0.36128	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.75024	0.0051749	0.3804	4.9992
50057	SK-BR-3	10102	Taxol	625	5	Inf	0.60787	0.27487	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96884	0.0027187	0.5922	5	0.0031253	0.26861	0.51842	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97673	0.0027425	0.2398	5
50057	SK-BR-3	10102	Taxol	1250	5	0.0065189	0.4676	0.3304	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99118	0.0032099	0.48553	5	0.0034981	0.1162	0.548	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99529	0.0032585	0.14932	5
50057	SK-BR-3	10102	Taxol	2500	5	0.013838	0.49195	0.32892	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98864	0.003611	0.49703	3.8166	0.0039866	0.1336	0.55926	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99247	0.0036588	0.14341	3.9384
50057	SK-BR-3	10102	Taxol	5000	5	Inf	0.5452	0.27564	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99724	0.0039623	0.55537	4.9996	Inf	0.50211	0.29917	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9975	0.0040793	0.51549	5
50057	SK-BR-3	10250	Etoposide	156.25	5	Inf	0.87916	0.021255	flat fit: x = Einf	0.44299	Inf	0.87916	0	Inf	0.85172	0.028756	flat fit: x = Einf	0.45067	Inf	0.85172	0
50057	SK-BR-3	10250	Etoposide	312.5	5	Inf	0.70703	0.1069	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.75135	0.72635	0.73099	5	0.93451	0.30721	0.28731	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7271	0.72865	0.3559	5
50057	SK-BR-3	10250	Etoposide	625	5	Inf	0.54532	0.20112	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95567	0.30042	0.58475	4.9999	0.41411	0.18281	0.36305	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95917	0.32012	0.24469	2.6109
50057	SK-BR-3	10250	Etoposide	1250	5	Inf	0.44934	0.23041	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96297	0.29067	0.50605	2.2249	0.39758	0.077888	0.38452	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96782	0.31854	0.1674	1.8392
50057	SK-BR-3	10250	Etoposide	2500	5	0.83667	0.44576	0.25264	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98162	0.24913	0.49689	4.1938	0.27673	0.063488	0.42259	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98234	0.25179	0.15694	3.9888
50057	SK-BR-3	10250	Etoposide	5000	5	Inf	0.49992	0.26036	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99251	0.1967	0.51673	2.8746	0.57779	0.44927	0.2799	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99203	0.2086	0.47133	2.8061
50057	SK-BR-3	10099	Nilotinib	156.25	5	Inf	1.05	-0.045609	flat fit: x = Einf	-19.73	Inf	1.05	0	Inf	1.05	-0.047428	flat fit: x = Einf	-61.3317	Inf	1.05	0
50057	SK-BR-3	10099	Nilotinib	312.5	5	Inf	1.05	-0.026955	flat fit: x = Einf	-0.31372	Inf	1.05	0	Inf	1.05	0.0029822	flat fit: x = Einf	0.12926	Inf	1.05	0
50057	SK-BR-3	10099	Nilotinib	625	5	Inf	1.05	-0.038404	flat fit: x = Einf	-6.3636	Inf	1.05	0	Inf	1.05	-0.042546	flat fit: x = Einf	-9.2043	Inf	1.05	0
