CellLine	HMSLid_CellLine	DrugName	HMSLid_Drug	GR50	GRmax	GRinf	Hill_GR	GR_AOC	GEC50	GR_r2	CtrlNDiv	BiolReplicate
HCC38	50216-1	Afatinib	10133-101-2	2.4384	-0.83016	-0.86054	2.1846	0.45353	3.8556	0.99016	1.9855	11850.158
HCC38	50216-1	BEZ235	10232-101-2	Inf	0.50686	0.50686	0	0.31341	Inf	0.51795	2.181	11850.155
HCC38	50216-1	Baicalein	10343-101-1	28.6197	-0.67972	-0.6803	5	0.19986	33.9837	0.99475	1.1007	10418.072
HCC38	50216-1	Baicalein	10343-101-1	39.809	-0.67243	-0.6824	4.1586	0.14762	48.9628	0.99771	1.6597	10578.072
HCC38	50216-1	Baicalein	10343-101-1	7.2958	-0.56749	-0.59297	1.8791	0.39043	11.0617	0.98577	1.4124	7468.073
HCC38	50216-1	Bortezomib	10241-101-4	0.015377	-0.93204	-0.92657	4.9991	1.2416	0.018965	0.99947	1.3791	14909.203
HCC38	50216-1	Bortezomib	10241-101-1	0.051517	-0.98255	-0.97787	2.6299	1.1803	0.077789	0.99945	1.5027	7468.074
HCC38	50216-1	Bortezomib	10241-101-1	0.061925	-0.95862	-0.93333	2.5945	1.1124	0.09293	0.99918	1.9843	7469.074
HCC38	50216-1	Bosutinib	10189-101-2	0.79029	-0.8086	-0.77664	1.8496	0.61445	1.3118	0.99764	1.6766	10578.145
HCC38	50216-1	Bosutinib	10189-101-2	1.1347	-0.73536	-0.70434	2.559	0.57225	1.5998	0.99602	2.1492	11850.145
HCC38	50216-1	Bromopyruvic acid	10502-101-1	0.098163	-0.94575	-0.91658	4.9974	0.84164	0.12091	0.9995	1.6822	12617.177
HCC38	50216-1	CGC-11047	10243-999-1	5.3047	-0.23015	-0.23041	5	0.16539	5.7224	0.99202	0.6345	10268.122
HCC38	50216-1	CGC-11047	10243-999-1	6.4256	-0.92934	-1	0.39669	0.68455	102.4864	0.88163	1.2298	7854.018
HCC38	50216-1	CGC-11047	10243-999-1	4.7926	-0.96409	-1	0.40273	0.7219	73.3333	0.9305	1.0242	9028.018
HCC38	50216-1	CGC-11047	10243-999-1	22.1562	-0.96343	-1	0.61312	0.60892	132.9457	0.95886	1.2351	9453.125
HCC38	50216-1	CGC-11047	10243-999-1	195.9677	-0.96755	-1	1.8301	0.54077	357.1888	0.93665	1.2092	9469.026
HCC38	50216-1	CPT-11	10246-101-1	0.27694	-0.9094	-0.86379	1.3912	0.67586	0.56967	0.99719	1.3306	10268.007
HCC38	50216-1	CPT-11	10246-101-1	0.693	-0.85285	-0.83628	1.4861	0.58873	1.3428	0.99927	1.286	9453.121
HCC38	50216-1	CPT-11	10246-101-1	0.73989	-0.83425	-0.83892	1.5671	0.58871	1.3872	0.99889	1.1298	9469.121
HCC38	50216-1	Carboplatin	10242-101-1	0.41958	-1	-0.9927	1.456	1.1119	0.8893	0.99719	0.3272	10268.120
HCC38	50216-1	Carboplatin	10242-101-1	12.6032	-0.95559	-0.96347	1.6368	0.59802	24.2902	0.9966	0.6011	9028.075
HCC38	50216-1	Carboplatin	10242-101-1	34.8039	-0.95851	-0.92141	5	0.50577	42.8921	0.99734	0.7773	9453.011
HCC38	50216-1	Carboplatin	10242-101-1	16.6943	-0.90268	-0.8642	1.7662	0.53956	29.4697	0.99748	1.1991	9469.011
HCC38	50216-1	Celecoxib	10503-101-1	Inf	0.964	0.964	0	0.02213	Inf	-2.4382e-07	1.5577	10578.136
HCC38	50216-1	Cetuximab	80027-1	0.92849	0.762	0.25283	4.8199	-0.014363	0.80222	0.68664	0.6345	10268.122
HCC38	50216-1	Cetuximab	80027-1	Inf	0.78023	0.78023	0	0.1098	Inf	0.009954	1.2298	7854.018
HCC38	50216-1	Cetuximab	80027-1	Inf	0.85732	0.85732	0	0.049981	Inf	-0.046136	1.0242	9028.018
HCC38	50216-1	Cetuximab	80027-1	Inf	0.97292	0.97292	0	0.0021616	Inf	0.44532	1.2351	9453.125
HCC38	50216-1	Cetuximab	80027-1	Inf	0.88465	0.88465	0	0.02501	Inf	0.56848	1.2092	9469.026
HCC38	50216-1	Chk2 inhibitor II	10504-111-1	Inf	0.81946	0.43909	0.33555	0.049204	1000	0.65296	1.6718	10578.140
HCC38	50216-1	Chloroquine	10505-999-1	16.6535	-0.17225	-0.493	1.4319	0.15957	26.8911	0.98574	1.6822	12617.177
HCC38	50216-1	Cisplatin	10245-101-1	0.76109	-0.85586	-0.80627	0.99294	0.70906	2.002	0.98091	1.3102	7854.017
HCC38	50216-1	Cisplatin	10245-101-1	1.6598	-0.92528	-0.91622	1.2461	0.604	3.8275	0.99586	1.2279	9453.017
HCC38	50216-1	Cisplatin	10245-101-1	2.2229	-0.95772	-0.93423	1.4831	0.60785	4.5237	0.99785	1.0627	9469.131
HCC38	50216-1	Dichloroacetate	10506-110-1	Inf	0.93624	0.93624	0	0.021309	Inf	0.43893	1.5509	12617.176
HCC38	50216-1	Disulfiram	10507-999-1	0.19518	-0.46904	0.12924	5	0.35018	0.18384	0.6974	1.5935	12617.174
HCC38	50216-1	Docetaxel	10247-101-1	0.0015515	-0.44367	-0.44756	2.2476	0.96877	0.0020619	0.99604	1.2655	9453.002
HCC38	50216-1	Docetaxel	10247-101-1	0.0022537	-0.47899	-0.40392	1.4778	0.87619	0.0033644	0.98245	1.1541	9469.002
HCC38	50216-1	Doxorubicin	10248-101-1	0.0096015	-0.86198	-0.84652	0.87731	1.1436	0.0297	0.97743	1.3306	10268.007
HCC38	50216-1	Doxorubicin	10248-101-1	0.058518	-0.98268	-0.85907	1.5992	0.96473	0.10936	0.99598	1.286	9453.121
HCC38	50216-1	Doxorubicin	10248-101-1	0.07201	-0.98738	-0.82242	1.8222	0.93464	0.1228	0.99229	1.1298	9469.121
HCC38	50216-1	Epirubicin	10249-999-1	0.053372	-0.99155	-0.83787	1.5823	1.0585	0.099414	0.98694	1.3102	7854.017
HCC38	50216-1	Epirubicin	10249-999-1	0.11827	-0.99393	-0.86124	2.8736	1.004	0.16758	0.99611	1.2279	9453.017
HCC38	50216-1	Erlotinib	10097-102-3	228.3913	0.73415	-0.80775	0.65197	0.031654	998.0119	0.84514	1.4852	7468.091
HCC38	50216-1	Erlotinib	10097-102-3	Inf	0.86935	0.58981	4.4214	-0.013706	79.2338	0.63953	1.9867	7469.090
HCC38	50216-1	Etoposide	10250-101-1	0.26663	-0.81808	-0.81508	1.1929	0.89841	0.59974	0.99925	1.5027	7468.074
HCC38	50216-1	Etoposide	10250-101-1	0.38626	-0.56942	-0.56339	1.359	0.74158	0.67303	0.99841	1.9843	7469.074
HCC38	50216-1	Everolimus	10235-101-2	1.3155	-0.66444	-1	0.43212	0.38718	16.7199	0.81446	1.8757	11850.156
HCC38	50216-1	FR180204	10110-101-1	Inf	0.84664	0.84664	0	0.087096	Inf	-0.0039503	1.8268	10578.137
HCC38	50216-1	FR180204	10110-101-1	71.0897	0.38724	-1	0.71247	0.12172	332.2611	0.89237	2.0754	11850.161
HCC38	50216-1	FTase Inhibitor I	10508-101-1	Inf	0.93331	0.93331	0	0.082512	Inf	-2.3529e-07	1.8112	10578.142
HCC38	50216-1	FTase Inhibitor I	10508-101-1	Inf	0.96702	0.96702	0	0.049324	Inf	-2.1963e-07	1.9115	11850.154
HCC38	50216-1	Fascaplysin	10251-112-1	0.26531	-0.95896	-0.9545	2.4002	0.69234	0.41397	0.99653	1.4385	7468.085
HCC38	50216-1	Fascaplysin	10251-112-1	0.32131	-0.87181	-0.84242	2.2228	0.64255	0.50105	0.99229	2.0377	7469.084
HCC38	50216-1	GM6001	10509-101-1	Inf	0.86832	0.86832	0	0.073009	Inf	0.049536	1.5683	7468.096
HCC38	50216-1	GSK1070916	10062-101-3	0.1809	-0.90292	-1	0.47032	0.5168	1.8702	0.9195	1.2616	9453.001
HCC38	50216-1	GSK1070916	10062-101-3	0.52608	-0.97701	-1	0.65105	0.44752	2.8438	0.91081	1.0202	9469.001
HCC38	50216-1	GSK1838705	10255-101-1	7.4505	-0.92159	-0.92246	4.5802	0.3972	9.361	0.99555	1.4852	7468.091
HCC38	50216-1	GSK1838705	10255-101-1	Inf	0.85771	0.9105	1.2151	0.045039	0.040199	0.65944	2.1768	7469.071
HCC38	50216-1	GSK1838705	10255-101-1	Inf	0.82938	0.88081	1.2881	0.039769	1.0715	0.80081	1.9867	7469.090
HCC38	50216-1	GSK1838705	10255-101-1	8.6051	-0.79618	-0.81985	2.5881	0.26514	12.5208	0.99662	2.0111	7469.098
HCC38	50216-1	GSK2126458	10146-101-2	0.020655	-0.82678	-0.82316	0.69486	0.87025	0.083802	0.98595	1.1498	10418.087
HCC38	50216-1	GSK2126458	10146-101-2	0.054658	-0.87988	-0.81765	0.99324	0.75868	0.14499	0.99526	1.3188	10578.087
HCC38	50216-1	GSK2126458	10146-101-2	0.026142	-0.79178	-0.77762	0.9042	0.84122	0.07378	0.99898	1.2962	7468.086
HCC38	50216-1	GSK461364	10013-101-3	0.029919	-0.35143	-0.23389	3.5495	0.66837	0.033335	0.99288	1.2616	9453.001
HCC38	50216-1	GSK461364	10013-101-3	0.027378	-0.79702	-0.40743	5	0.74207	0.030844	0.95394	1.0202	9469.001
HCC38	50216-1	GSK923295	10257-101-1	0.043336	-0.47881	-0.38267	1.9551	0.67896	0.057955	0.99425	1.2616	9453.001
HCC38	50216-1	GSK923295	10257-101-1	0.039251	-0.55134	-0.40371	2.8891	0.69744	0.048176	0.98802	1.0202	9469.001
HCC38	50216-1	GW-5074	10029-101-2	Inf	0.32915	0.32915	0	0.23014	Inf	0.20642	0.5744	7468.088
HCC38	50216-1	GW843682X	10014-101-3	Inf	0.99878	0.99878	0	-0.013656	Inf	-0.19333	1.6434	10578.139
HCC38	50216-1	Gefitinib	10098-101-2	25.4379	-0.09235	-0.87148	5	0.051467	31.1261	0.97933	0.9074	7854.016
HCC38	50216-1	Gefitinib	10098-101-2	28.5341	0.27183	-0.27235	4.6972	0.058611	31.3016	0.93095	1.2348	9028.016
HCC38	50216-1	Gefitinib	10098-101-2	48.7448	0.73397	-0.7561	2.1065	0.045165	75.4814	0.74844	1.1486	9453.019
HCC38	50216-1	Gefitinib	10098-101-2	11.2685	0.17346	0.17076	4.8959	0.081905	10.3467	0.92202	1.0746	9469.024
HCC38	50216-1	Geldanamycin	10108-101-2	0.019618	-0.40823	-0.20471	3.7918	0.78085	0.021477	0.92564	1.2055	9453.012
HCC38	50216-1	Geldanamycin	10108-101-2	0.034124	-0.35872	-0.25669	1.3304	0.73214	0.046593	0.97145	1.0746	9469.024
HCC38	50216-1	Gemcitabine	10252-101-1	0.0016145	-0.99944	-0.99998	5	1.6132	0.0020112	0.99852	0.3272	10268.120
HCC38	50216-1	Gemcitabine	10252-101-1	0.0045689	-0.95759	-0.93495	5	1.7932	0.0056413	0.9991	0.6011	9028.075
HCC38	50216-1	Gemcitabine	10252-101-1	0.01981	-0.90697	-0.90024	5	1.2811	0.024341	0.99867	0.7773	9453.011
HCC38	50216-1	Gemcitabine	10252-101-1	0.0043602	-0.74269	-0.69759	3.3673	1.3528	0.0056515	0.99577	1.1991	9469.011
HCC38	50216-1	Gemcitabine	10252-101-1	Inf	-0.79795	-0.79795	0	1.5023	Inf	-2.2204e-16	1.0627	9469.131
HCC38	50216-1	Glycyl-H-1152	10253-102-1	0.98176	-0.30093	-0.12524	3.5088	0.32893	1.0463	0.95678	1.7866	10578.138
HCC38	50216-1	Glycyl-H-1152	10253-102-1	1.0293	-0.48931	-0.41129	1.8144	0.42191	1.433	0.99468	1.8797	11850.160
HCC38	50216-1	ICRF-193	10259-101-1	0.3704	0.10367	0.35367	4.9999	0.27342	0.28969	0.80668	1.6434	10578.139
HCC38	50216-1	ICRF-193	10259-101-1	0.34217	0.02457	0.096749	1.1142	0.38996	0.28211	0.95326	2.0943	11850.157
HCC38	50216-1	IKK16	10228-102-2	2.828	-0.99694	-0.99954	4.3238	0.41602	3.6458	0.99799	0.9872	10418.093
HCC38	50216-1	IKK16	10228-102-2	3.4128	-0.9511	-0.95254	4.9669	0.41138	4.2302	0.99784	1.6202	10578.100
HCC38	50216-1	IKK16	10228-102-2	3.1013	-0.97238	-0.97534	4.5519	0.43746	3.9335	0.99484	1.4007	7468.093
HCC38	50216-1	Ibandronate	10258-110-1	48.1394	-0.52526	-0.58637	1.3132	0.38661	86.9231	0.99239	1.6935	10578.143
HCC38	50216-1	Ibandronate	10258-110-1	58.1259	-0.45637	-0.44994	2.1468	0.3429	78.3793	0.9952	2.1044	11850.143
HCC38	50216-1	Imatinib	10023-103-3	28.7782	-0.9542	-0.95664	3.4794	0.417	39.1317	0.99733	1.4852	7468.091
HCC38	50216-1	Imatinib	10023-103-3	31.1095	-0.8139	-0.81451	5	0.34094	37.7443	0.9987	1.9867	7469.090
HCC38	50216-1	Ispinesib	10260-999-1	0.036072	-0.97915	-0.42672	2.177	0.67818	0.047892	0.90495	1.3847	7468.067
HCC38	50216-1	Ispinesib	10260-999-1	0.077332	-0.89052	-1	0.4054	0.57461	1.1622	0.87588	2.0639	7469.067
HCC38	50216-1	Ixabepilone	10261-101-1	0.001801	-0.99785	-0.63171	1.5781	1.1635	0.0030221	0.94999	1.1425	10418.095
HCC38	50216-1	Ixabepilone	10261-101-1	0.0035612	-0.9857	-0.5908	1.7194	1.0633	0.0056057	0.95165	1.4474	7468.095
HCC38	50216-1	Ixabepilone	10261-101-1	0.003104	-0.90484	-0.50158	1.4776	1.0099	0.0049673	0.9446	1.8946	7469.095
HCC38	50216-1	JNK-IN-5A	10208-101-2	1.1436	-0.29965	-0.26159	1.8588	0.47418	1.4341	0.99102	1.6376	10578.144
HCC38	50216-1	JNK-IN-5A	10208-101-2	Inf	-0.38753	-0.38753	0	0.28245	Inf	0.57298	1.9379	11850.144
HCC38	50216-1	L-779450	10262-101-1	Inf	0.68684	0.68684	0	0.09741	Inf	0.38195	1.8268	10578.137
HCC38	50216-1	L-779450	10262-101-1	16.61	-0.62532	-1	2.3234	0.16439	26.6517	0.98755	2.0754	11850.161
HCC38	50216-1	LBH589	10263-101-1	0.037682	-0.85857	-0.86438	1.5138	0.89662	0.073134	0.99893	1.9115	11850.154
HCC38	50216-1	Lapatinib	10051-999-3	Inf	0.99357	0.99357	0	0.022204	Inf	0.15911	2.0111	7469.098
HCC38	50216-1	Lestaurtinib	10230-101-2	0.12314	-0.90489	-0.87969	0.76539	0.79025	0.46379	0.98112	1.8112	10578.142
HCC38	50216-1	Lestaurtinib	10230-101-2	0.063372	-0.88167	-0.75236	1.3804	0.75784	0.12325	0.98587	1.9115	11850.154
HCC38	50216-1	MG-132	10107-101-2	0.276	-0.97752	-0.95829	2.0996	0.79298	0.45953	0.99511	1.6766	10578.145
HCC38	50216-1	MG-132	10107-101-2	0.18684	-0.75841	-0.74761	3.5716	0.77433	0.24135	0.99906	2.1492	11850.145
HCC38	50216-1	MG-132	10107-999-5	Inf	0.48518	0.48518	0	0.52402	Inf	0.44511	1.6254	14212.189
HCC38	50216-1	MG-132	10107-999-5	0.2451	-0.97773	-0.97298	3.4335	0.83984	0.33574	0.99678	1.4258	14616.189
HCC38	50216-1	MLN4924	10265-101-1	0.10019	-0.52156	-0.50607	1.1672	0.71509	0.18239	0.99034	1.765	10578.135
HCC38	50216-1	MLN4924	10265-101-1	0.029284	-0.68653	-0.65337	1.3585	0.93447	0.054178	0.99411	1.906	11850.135
HCC38	50216-1	Mebendazole	10511-999-1	0.35225	-0.39265	-0.25598	0.99087	0.45543	0.53461	0.96832	1.5935	12617.174
HCC38	50216-1	Methotrexate	10264-101-1	Inf	0.81061	0.8307	4.9561	0.1077	0.11591	0.91567	1.4385	7468.085
HCC38	50216-1	Methotrexate	10264-101-1	Inf	0.88901	0.88901	0	0.071577	Inf	0.01389	2.0377	7469.084
HCC38	50216-1	Methylglyoxal	10512-999-1	Inf	-0.74027	-0.74027	0	0.44388	Inf	0.54294	1.5062	13635.184
HCC38	50216-1	NSC 663284	10266-101-1	2.1956	-0.98453	-0.94404	1.8201	0.5926	3.9322	0.99607	1.6718	10578.140
HCC38	50216-1	NSC 663284	10266-101-1	2.3366	-0.8493	-0.85151	1.71	0.5567	4.1795	0.99681	1.927	11850.159
HCC38	50216-1	NU6102	10267-101-1	11.0456	-0.67604	-1	1.4867	0.25133	23.1273	0.98042	2.1087	11850.147
HCC38	50216-1	Nelfinavir	10513-999-1	13.9955	-0.59133	-0.79271	3.4795	0.11333	18.3886	0.99858	1.5935	12617.174
HCC38	50216-1	Nilotinib	10099-101-2	74.1785	0.45187	0.44363	2.0847	0.11789	26.0366	0.95043	1.6766	10578.145
HCC38	50216-1	Nilotinib	10099-101-2	Inf	1.05	1.05	0	0.001677	Inf	-5.9451e-05	2.1492	11850.145
HCC38	50216-1	Nutlin 3a	10268-101-1	20.5724	-0.079409	-1	1.0443	0.15356	58.908	0.95545	1.1532	10418.066
HCC38	50216-1	Nutlin 3a	10268-101-1	19.6803	-0.58446	-1	1.9897	0.18671	34.1844	0.97778	1.394	7468.066
HCC38	50216-1	Nutlin 3a	10268-101-1	22.4	0.080072	0.076206	4.8483	0.075825	21.6489	0.98919	2.0057	7469.066
HCC38	50216-1	Olomoucine II	10344-101-1	3.3506	-0.5182	-0.56345	1.6326	0.42016	5.3196	0.99471	2.1087	11850.147
HCC38	50216-1	Oxaliplatin	10269-101-1	Inf	-1	-1	0	1.2668	Inf	0.5308	0.3272	10268.120
HCC38	50216-1	Oxaliplatin	10269-101-1	1.7428	-0.97279	-1	0.90476	0.70219	5.8692	0.99212	0.6011	9028.075
HCC38	50216-1	Oxaliplatin	10269-101-1	7.9182	-0.98366	-1	1.4357	0.53586	17.0196	0.99658	0.7773	9453.011
HCC38	50216-1	Oxaliplatin	10269-101-1	4.1748	-0.93751	-1	0.80808	0.57983	16.2584	0.99527	1.1991	9469.011
HCC38	50216-1	Oxamflatin	10270-101-1	0.19648	-0.77912	-0.79006	1.2553	0.72792	0.41806	0.99604	2.1087	11850.147
HCC38	50216-1	PD 98059	10271-101-2	Inf	0.5933	0.59275	4.8756	0.053213	25.7933	0.87071	1.5577	10578.136
HCC38	50216-1	PD 98059	10271-101-2	160.7844	0.53032	-0.5897	0.42625	0.12526	1000	0.68801	1.927	11850.159
HCC38	50216-1	PD173074	10026-101-3	3.5343	-0.90281	-1	1.3755	0.2763	7.8555	0.96864	0.9872	10418.093
HCC38	50216-1	PD173074	10026-101-3	8.7161	-0.94741	-1	1.6375	0.3665	17.0488	0.88797	1.6202	10578.100
HCC38	50216-1	PD173074	10026-101-3	3.7855	-0.77861	-1	1.111	0.29052	10.1759	0.8947	1.4007	7468.093
HCC38	50216-1	PD184352	10048-101-7	Inf	0.90598	0.90598	0	0.08766	Inf	-8.7209e-09	2.181	11850.155
HCC38	50216-1	PP242	10345-111-3	0.0002616	-0.92535	-0.88787	0.59595	1.4733	0.0014508	0.97791	1.0866	15351.211
HCC38	50216-1	PS-1145	10514-102-1	Inf	0.755	0.755	0	0.040311	Inf	0.24868	0.9401	10418.065
HCC38	50216-1	PS-1145	10514-102-1	Inf	0.84474	0.84474	0	0.073545	Inf	0.56981	1.5219	7468.065
HCC38	50216-1	PS-1145	10514-102-1	Inf	0.91606	0.91501	0.89334	0.0080203	61.9575	0.64902	2.0006	7469.065
HCC38	50216-1	Pemetrexed	10272-999-1	Inf	0.74962	0.74962	0	0.14495	Inf	0.49992	1.1425	10418.095
HCC38	50216-1	Pemetrexed	10272-999-1	Inf	0.90556	0.93436	4.7741	0.032671	10.7752	0.658	1.4474	7468.095
HCC38	50216-1	Pemetrexed	10272-999-1	Inf	0.92982	0.92982	0	-0.0029114	Inf	0.33874	1.8946	7469.095
HCC38	50216-1	Purvalanol A	10273-101-1	Inf	0.77212	0.84364	4.931	0.022625	14.358	0.709	1.3847	7468.067
HCC38	50216-1	Purvalanol A	10273-101-1	12.4387	0.24051	0.35128	5	0.16156	9.7601	0.94554	2.0639	7469.067
HCC38	50216-1	QNZ	10515-101-1	0.21256	0.43245	0.4677	1.45	0.29402	0.032131	0.98385	1.5683	7468.096
HCC38	50216-1	Rapamycin	10052-101-3	Inf	0.35471	0.50886	0.61348	0.32582	0.0039696	0.84252	1.8642	7469.069
HCC38	50216-1	Rapamycin	10052-101-3	0.44605	-0.030765	-0.87449	0.13118	0.49065	993.8722	0.65331	1.331	7854.068
HCC38	50216-1	Rapamycin	10052-101-3	Inf	-0.4589	-0.4589	0	0.64552	Inf	0.40443	1.224	9028.068
HCC38	50216-1	Ribavirin	10516-999-1	Inf	0.74427	0.74427	0	0.061311	Inf	-0.024671	1.0866	15351.211
HCC38	50216-1	Ro 32-0432	10517-102-1	Inf	0.95602	0.95602	0	0.06176	Inf	0.053857	1.8112	10578.142
HCC38	50216-1	SB-3CT	10274-101-1	Inf	0.78262	0.78262	0	0.066758	Inf	0.48128	1.6376	10578.144
HCC38	50216-1	SB-3CT	10274-101-1	80.4281	0.43514	-0.99388	0.75928	0.098938	339.9837	0.94334	1.9379	11850.144
HCC38	50216-1	Selumetinib	10056-101-2	Inf	0.9277	0.9277	0	0.07041	Inf	0.048866	2.181	11850.155
HCC38	50216-1	Sigma A6730	10035-109-2	15.4535	-0.80952	-1	2.2476	0.24998	25.1944	0.96055	1.5679	10578.141
HCC38	50216-1	Sigma A6730	10035-109-2	10.347	-0.75597	-0.99999	1.646	0.24332	20.1687	0.9906	1.9855	11850.158
HCC38	50216-1	Sorafenib	10008-104-3	71.0429	-0.95198	-1	3.0872	0.20901	101.4068	0.98852	1.4385	7468.085
HCC38	50216-1	Sorafenib	10008-104-3	374.995	-0.84978	-0.99993	3.6789	0.19279	505.4866	0.98061	2.0377	7469.084
HCC38	50216-1	Sulindac sulfide	10518-101-1	Inf	0.9611	0.9611	0	0.042547	Inf	0.19718	1.5577	10578.136
HCC38	50216-1	Sunitinib	10175-106-3	5.1755	-0.98394	-0.95805	5	0.48871	6.4108	0.99834	1.3847	7468.067
HCC38	50216-1	Sunitinib	10175-106-3	4.703	-0.91889	-0.91	2.1906	0.47349	7.5493	0.99784	2.0639	7469.067
HCC38	50216-1	TAPI-0	10519-101-1	Inf	0.85581	0.85581	0	0.057239	Inf	0.40937	1.5683	7468.096
HCC38	50216-1	TCS 2312	10276-101-1	0.11228	-0.82691	-0.7048	2.5834	0.71924	0.15781	0.98594	1.6718	10578.140
HCC38	50216-1	TCS 2312	10276-101-1	0.097194	-0.85577	-0.77054	2.2467	0.74887	0.1472	0.99483	1.927	11850.159
HCC38	50216-1	TCS PIM-1 1	10520-101-1	Inf	0.90809	0.90809	0	0.039465	Inf	0.024783	1.765	10578.135
HCC38	50216-1	TCS PIM-1 1	10520-101-1	112.8687	0.43872	-0.99999	0.88283	0.085234	391.7556	0.95226	1.906	11850.135
HCC38	50216-1	TPCA-1	10136-101-2	1.6836	-0.5847	-0.50973	2.3123	0.42666	2.2816	0.98837	0.9872	10418.093
HCC38	50216-1	TPCA-1	10136-101-2	3.6873	-0.47606	-0.46588	1.3732	0.37126	5.9559	0.99006	1.6202	10578.100
HCC38	50216-1	TPCA-1	10136-101-2	4.1747	-0.37031	-0.37416	2.7426	0.27987	5.1179	0.99571	1.4007	7468.093
HCC38	50216-1	Taxol	10102-101-3	0.0066659	-0.57556	-0.54918	1.6962	0.98404	0.010319	0.99688	1.2655	9453.002
HCC38	50216-1	Taxol	10102-101-3	0.0069465	-0.60453	-0.52499	2.1282	0.96106	0.0097332	0.99594	1.1541	9469.002
HCC38	50216-1	Temsirolimus	10277-101-1	Inf	-0.89875	-0.89875	0	0.55098	Inf	0.54466	1.6376	10578.144
HCC38	50216-1	Temsirolimus	10277-101-1	0.87441	-0.47489	-1	0.28317	0.46183	42.3271	0.8367	1.9379	11850.144
HCC38	50216-1	Topotecan	10278-999-1	0.0035514	-0.75947	-0.61699	1.7917	1.2327	0.005562	0.87284	1.3306	10268.007
HCC38	50216-1	Topotecan	10278-999-1	0.0067466	-0.77	-0.78948	1.5419	1.2627	0.012472	0.99935	1.286	9453.121
HCC38	50216-1	Topotecan	10278-999-1	0.00096391	-0.70095	-0.7334	1.4902	1.4796	0.0017668	0.99508	1.1298	9469.121
HCC38	50216-1	Tozasertib	10021-101-5	0.45998	-0.75957	-1	0.45941	0.53275	5.0268	0.95759	1.7866	10578.138
HCC38	50216-1	Tozasertib	10021-101-5	0.1651	-0.53404	-0.48369	0.64321	0.47248	0.47277	0.94051	1.8797	11850.160
HCC38	50216-1	Trametinib	10142-999-2	Inf	0.81239	0.81239	0	0.06129	Inf	-0.018145	1.0664	7854.050
HCC38	50216-1	Trametinib	10142-999-2	Inf	1.05	1.05	0	-0.039944	Inf	-2.6337	0.9299	9028.050
HCC38	50216-1	Trametinib	10142-999-2	Inf	0.90342	0.90342	0	-6.3954e-05	Inf	0.4116	1.2055	9453.012
HCC38	50216-1	Trametinib	10142-999-2	20.7687	0.70901	0.21337	4.9999	0.0060088	18.5814	0.83096	1.0746	9469.024
HCC38	50216-1	Trastuzumab	80025-1	3.4945	0.48645	0.48606	4.9935	0.034328	1.7063	0.6574	0.6345	10268.122
HCC38	50216-1	Trastuzumab	80025-1	Inf	0.83797	0.83797	0	0.026449	Inf	0.48744	1.2092	9469.026
HCC38	50216-1	Trichostatin A	10279-101-1	7.4627	-0.9677	-0.96528	2.4633	0.95548	11.5467	0.99166	0.9401	10418.065
HCC38	50216-1	Trichostatin A	10279-101-1	5.6345	-0.88212	-0.85427	2.2588	0.93324	8.7586	0.99788	1.5219	7468.065
HCC38	50216-1	Trichostatin A	10279-101-1	6.681	-0.70386	-0.62983	2.8193	0.78641	8.921	0.99674	2.0006	7469.065
HCC38	50216-1	Triciribine	10280-101-1	0.29265	0.016716	0.022873	5	0.41125	0.28992	0.89512	1.5027	7468.074
HCC38	50216-1	Triciribine	10280-101-1	1.9374	0.099494	-0.081195	0.61432	0.22899	2.4752	0.98508	1.9843	7469.074
HCC38	50216-1	Valproic acid	10346-110-1	549.9436	-0.8934	-0.64896	1.3915	0.33678	1000	0.94095	1.6935	10578.143
HCC38	50216-1	Valproic acid	10346-110-1	675.7162	-0.76728	-0.58332	1.9725	0.32984	1000	0.96465	2.1044	11850.143
HCC38	50216-1	Vinorelbine	10281-101-1	0.017934	-0.96044	-0.5785	0.98612	0.86492	0.039103	0.9206	1.2298	7854.018
HCC38	50216-1	Vinorelbine	10281-101-1	0.0088987	-0.95927	-0.53786	4.9999	1.011	0.010298	0.94558	1.0242	9028.018
HCC38	50216-1	Vinorelbine	10281-101-1	0.0062006	-0.95513	-0.71047	0.88884	1.2796	0.016767	0.93433	1.2351	9453.125
HCC38	50216-1	Vorinostat	10282-101-1	12.4302	-0.96822	-1	1.0874	1.0503	34.1386	0.96656	0.9401	10418.065
HCC38	50216-1	Vorinostat	10282-101-1	34.5405	-0.87096	-0.88109	1.5746	0.85207	65.8514	0.99627	1.5219	7468.065
HCC38	50216-1	Vorinostat	10282-101-1	56.3695	-0.66337	-0.67779	1.5453	0.68587	98.1392	0.99934	2.0006	7469.065
HCC38	50216-1	XRP44X	10283-101-1	2.0199	-0.23962	-0.21999	1.7843	0.36757	2.4779	0.99515	1.6434	10578.139
HCC38	50216-1	XRP44X	10283-101-1	1.5604	0.034349	0.032294	1.8299	0.3682	1.5045	0.97694	2.0943	11850.157
HCC38	50216-1	Z-Leu-Leu-Norvalinal	10348-999-1	0.57153	-0.93924	-0.92913	5	0.68072	0.70512	0.99645	1.6254	14212.189
HCC38	50216-1	Z-Leu-Leu-Norvalinal	10348-999-1	0.54715	-0.94207	-0.9367	4.9967	0.68582	0.67584	0.9977	1.4258	14616.189
