Cell HMSLID	Cell line	Small Molecule HMSLID	Small Molecule	IC50	Emax	AUC	IC curve fit	r2 for IC curve	EC50 for IC curve	Einf for IC curve	Hill coeff. for IC curve	GR50	GRmax	AUC_GR	GR curve fit	r2 for GR curve	EC50 for GR curve	Einf for GR curve	Hill coeff. for GR curve
50238	Hs 578T	10238	5-FU	40.8785	0.11268	0.45615	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98355	32.4866	0.11988	1.193	19.8014	-0.61755	0.79907	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98807	39.2406	-0.59989	1.1526
50238	Hs 578T	10238	5-FU	86.3437	0.091424	0.40218	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98952	73.5961	0.056518	0.75089	60.5711	-0.41103	0.56705	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98923	142.4652	-0.48124	0.78829
50238	Hs 578T	10238	5-FU	107.8393	0.082377	0.40115	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98665	97.3976	0.035291	0.71874	55.7088	-0.55719	0.624	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98588	164.7368	-0.64551	0.76461
50238	Hs 578T	10238	5-FU	519.6166	0.13467	0.30347	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99341	519.2319	0.00019323	0.52187	238.8525	-0.34168	0.41013	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99547	1000	-0.58765	0.54275
50238	Hs 578T	10239	AG1024	Inf	0.82453	-0.028577	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.61179	34.1004	0.62825	4.7912	48.2527	0.81006	-0.027931	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.65586	40.9197	0.28007	4.9824
50238	Hs 578T	10239	AG1024	Inf	0.89413	0.011276	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.57976	9.1137	0.89377	4.2457	Inf	0.90796	0.010122	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.59767	9.0215	0.90771	4.505
50238	Hs 578T	10239	AG1024	Inf	0.9544	0.0078868	flat fit: x = Einf	0.31409	Inf	0.9544	0	Inf	0.95912	0.0072651	flat fit: x = Einf	0.3013	Inf	0.95912	0
50238	Hs 578T	10239	AG1024	Inf	1.05	-0.04393	flat fit: x = Einf	-7.3075	Inf	1.05	0	Inf	1.05	-0.041681	flat fit: x = Einf	-4.431	Inf	1.05	0
50238	Hs 578T	10239	AG1024	Inf	1.05	-0.022505	flat fit: x = Einf	-0.476	Inf	1.05	0	Inf	1.05	-0.02018	flat fit: x = Einf	-0.34208	Inf	1.05	0
50238	Hs 578T	10239	AG1024	Inf	1.05	0.0033474	flat fit: x = Einf	-1.33E-15	Inf	1.05	0	Inf	1.05	0.0025595	flat fit: x = Einf	-5.48E-05	Inf	1.05	0
50238	Hs 578T	10223	AG1478	46.7837	0.12274	0.087435	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9852	46.7837	1.17E-07	1.5097	27.927	-0.62674	0.16857	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99486	60.2127	-1	1.4299
50238	Hs 578T	10223	AG1478	58.4064	0.22285	0.16826	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8359	58.4064	2.22E-14	0.73717	47.2164	-0.20388	0.20019	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.91886	122.3464	-1	1.1539
50238	Hs 578T	10223	AG1478	448.1391	0.70954	0.052302	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.84523	448.1212	1.84E-05	0.92196	194.1253	0.55703	0.067197	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.91157	529.5774	-0.99993	1.0947
50238	Hs 578T	10223	AG1478	Inf	0.97498	0.036433	flat fit: x = Einf	0.001899	Inf	0.97498	0	Inf	0.96555	0.049928	flat fit: x = Einf	0.0022393	Inf	0.96555	0
50238	Hs 578T	10240	AS-252424	Inf	0.59234	0.047554	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96811	6.5954	0.5922	5	Inf	0.5877	0.046259	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97146	6.8072	0.58754	5
50238	Hs 578T	10056	Selumetinib	52.5899	0.49444	0.11442	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97594	10.7433	0.28939	0.54437	40.6664	0.46849	0.11196	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97902	31.4451	0.061016	0.50609
50238	Hs 578T	10343	Baicalein	49.1432	0.020337	0.070418	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99422	48.776	0.017782	4.8277	46.6668	-0.70316	0.1159	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99829	56.052	-0.71178	4.8308
50238	Hs 578T	10343	Baicalein	54.104	0.13193	0.11898	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92109	50.8796	0.12927	4.8683	52.4164	-0.47052	0.15349	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9766	60.9788	-0.48631	4.49
50238	Hs 578T	10343	Baicalein	Inf	0.65841	-0.002198	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.89074	41.3905	0.65809	4.9927	Inf	0.50972	0.0074109	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94204	46.1029	0.50869	4.7873
50238	Hs 578T	10343	Baicalein	Inf	0.8865	-0.039763	flat fit: x = Einf	0.15812	Inf	0.8865	0	188.6978	0.63942	-0.024294	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.86636	186.1773	0.03134	4.8137
50238	Hs 578T	10232	BEZ235	Inf	0.92423	0.0068775	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.59295	0.5941	0.94204	4.9528	Inf	0.93199	0.0058298	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.57945	0.59295	0.94808	4.9699
50238	Hs 578T	10241	Bortezomib	0.0091025	0.017698	0.70483	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97862	0.0089737	0.013033	1.8533	0.0094355	-0.61052	1.091	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99176	0.015298	-0.64004	1.7056
50238	Hs 578T	10241	Bortezomib	0.077586	0.0059249	0.56003	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99663	0.077389	0.0062794	4.9538	0.083607	-0.74715	0.9669	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99828	0.10578	-0.73288	3.837
50238	Hs 578T	10241	Bortezomib	0.095354	0.0010707	0.55085	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99674	0.095239	0.003005	4.9997	0.086579	-0.87325	1.006	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99776	0.10503	-0.81393	5
50238	Hs 578T	10241	Bortezomib	0.12074	0.054504	0.55664	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98125	0.11788	0.050662	4.4445	0.10149	-0.67842	0.98234	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98957	0.12653	-0.69444	3.9476
50238	Hs 578T	10241	Bortezomib	0.14051	0.013477	0.53561	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99645	0.13956	0.016751	5	0.15464	-0.64194	0.86128	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99475	0.18111	-0.60198	5
50238	Hs 578T	10189	Bosutinib	1.8291	0.0026031	0.33041	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98906	1.8291	2.63E-09	1.4515	1.8347	-0.85828	0.4884	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99696	4.1725	-0.89904	1.2523
50238	Hs 578T	10189	Bosutinib	3.0113	0.1212	0.2831	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.60014	2.8547	0.11718	5	Inf	-1	0.84685	flat fit: x = Einf	0.17481	Inf	-1	0
50238	Hs 578T	10242	Carboplatin	81.1235	0.010977	0.23147	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98398	81.1235	7.21E-07	2.8366	71.2152	-0.7936	0.37813	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99474	96.7047	-0.79796	3.1179
50238	Hs 578T	10242	Carboplatin	87.6936	0.010754	0.26652	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.932	87.6935	3.46E-07	3.052	70.4389	-0.93509	0.4693	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96509	99.2811	-0.94379	3.0897
50238	Hs 578T	10242	Carboplatin	88.948	0.0074898	0.25875	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95427	88.8934	0.0010164	3.3147	70.7318	-0.94629	0.46978	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97337	97.9016	-0.95202	3.2796
50238	Hs 578T	10242	Carboplatin	100.2292	0.025234	0.1871	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99425	98.4991	0.022686	2.6667	75.9631	-0.87064	0.35197	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99762	113.7214	-0.87587	2.5086
50238	Hs 578T	10243	CGC-11047	166.0252	0.011737	0.32662	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.6687	166.0252	7.63E-10	0.27185	88.1579	-0.76675	0.3997	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.64255	1000	-0.96068	0.44142
50238	Hs 578T	10243	CGC-11047	274.6623	0.012131	0.29015	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.73866	274.6623	1.73E-09	0.31283	13.7241	-0.97402	0.5406	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7263	383.8621	-1	0.3298
50238	Hs 578T	10243	CGC-11047	1089.4443	0.01143	0.03203	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.84071	1000	0.1742	5	845.0063	-0.98781	0.10548	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.84745	1000	-0.66057	5
50238	Hs 578T	10244	CGC-11144	0.15291	0.0015201	0.66758	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99908	0.15247	0.0071658	5	0.1274	-0.90264	1.1554	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99108	0.1809	-0.80531	2.7365
50238	Hs 578T	10244	CGC-11144	0.20924	0.0029401	0.6199	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9971	0.20864	0.0071851	5	0.19033	-0.88143	1.0682	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99583	0.31006	-0.81459	1.9808
50238	Hs 578T	10244	CGC-11144	10.6331	0.002291	0.36565	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95007	10.6331	3.76E-14	0.7016	16.8488	-0.85829	0.48694	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97763	46.6737	-1	1.0782
50238	Hs 578T	10244	CGC-11144	23.8204	0.0012696	0.24234	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98952	23.8204	1.01E-08	1.5577	24.2863	-0.89903	0.40071	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99604	42.7268	-0.92542	1.8545
50238	Hs 578T	10244	CGC-11144	24.3683	0.00053889	0.28008	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9842	24.3683	4.72E-12	1.2732	32.957	-0.8218	0.35814	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99666	70.3708	-0.90601	1.363
50238	Hs 578T	10244	CGC-11144	25.2605	0.00061025	0.24844	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99424	25.2605	2.56E-08	1.4988	28.8281	-0.85207	0.38054	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99762	49.0071	-0.87043	1.9002
50238	Hs 578T	10245	Cisplatin	7.1872	0.0070875	0.30595	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98792	7.1872	1.94E-12	1.1	3.1873	-0.95298	0.55735	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99332	8.7087	-1	1.093
50238	Hs 578T	10245	Cisplatin	7.819	0.095796	0.25994	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98475	6.9323	0.093531	1.7208	6.163	-0.45404	0.3844	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99178	9.1556	-0.4595	1.6468
50238	Hs 578T	10245	Cisplatin	10.8128	0.0082615	0.27751	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96847	10.8128	2.04E-11	1.2196	8.4552	-0.89134	0.45438	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98357	17.4303	-0.96474	1.4858
50238	Hs 578T	10245	Cisplatin	21.7947	0.038495	0.19149	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99301	21.1663	0.035733	2.5344	16.3061	-0.82384	0.34637	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99626	24.4949	-0.83148	2.4069
50238	Hs 578T	10245	Cisplatin	Inf	0.34553	0.15882	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.69753	2.3278	0.59111	4.9944	9.8848	-0.5105	0.34829	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98363	11.1023	-0.39369	5
50238	Hs 578T	10246	CPT-11	25.6202	0.15422	0.10749	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97437	25.6202	1.47E-09	1.5403	13.6702	-0.62542	0.20623	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97877	28.501	-1	1.4953
50238	Hs 578T	10246	CPT-11	Inf	0.7898	-0.014352	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.81057	57.3739	0.69001	2.9404	Inf	0.70038	-0.012854	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.87647	52.9856	0.59229	3.0659
50238	Hs 578T	10247	Docetaxel	0.0025838	0.20908	0.525	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98893	0.0019659	0.21486	2.0551	0.0014303	-0.45962	0.97289	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98565	0.001919	-0.44762	2.1753
50238	Hs 578T	10247	Docetaxel	0.0037911	0.14021	0.56433	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98068	0.0026613	0.13676	0.90312	0.0020123	-0.41839	0.89198	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98336	0.003675	-0.41171	0.99743
50238	Hs 578T	10248	Doxorubicin	0.20073	0.28687	0.13021	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97708	0.20073	1.90E-07	0.73771	0.12222	-0.0086363	0.16528	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98329	0.57938	-1	0.70599
50238	Hs 578T	10248	Doxorubicin	0.22774	0.31851	0.16537	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8892	0.22774	4.45E-14	0.57326	0.20696	0.23194	0.1596	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.93178	1.4037	-1	0.57388
50238	Hs 578T	10248	Doxorubicin	0.36347	0.008258	0.39893	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98366	0.3181	0.051063	0.80795	0.10144	-0.97311	0.76658	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9843	0.39347	-0.88763	0.75304
50238	Hs 578T	10248	Doxorubicin	4.6517	0.10092	0.21465	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.96678	4.3707	0.037355	1.2464	3.3129	-0.58585	0.37083	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97403	4.9302	-0.62713	2.0446
50238	Hs 578T	10249	Epirubicin	0.38179	0.00034604	0.47929	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99485	0.37376	0.011849	1.1285	0.24906	-0.9757	0.78215	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98838	0.79297	-0.88207	0.87792
50238	Hs 578T	10249	Epirubicin	0.55694	0.00023774	0.43013	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99301	0.52601	0.036075	1.3104	0.36485	-0.98721	0.71821	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98599	0.98964	-0.83679	0.98555
50238	Hs 578T	10249	Epirubicin	0.55939	0.00015161	0.42336	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99385	0.5282	0.03707	1.3429	0.46567	-0.97765	0.65719	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98018	1.401	-0.82431	0.88428
50238	Hs 578T	10249	Epirubicin	0.79138	0.00016611	0.43472	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9733	0.77757	0.0082392	0.94361	0.34202	-0.99726	0.78236	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97922	1.1488	-0.94685	0.87699
50238	Hs 578T	10097	Erlotinib	116.3968	0.60922	0.1008	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.70275	116.3968	2.22E-14	0.48047	93.027	0.65051	0.083666	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.76385	816.7797	-1	0.50569
50238	Hs 578T	10097	Erlotinib	Inf	0.65647	0.18984	flat fit: x = Einf	-0.052064	Inf	0.65647	0	Inf	-0.67779	0.51608	flat fit: x = Einf	0.097408	Inf	-0.67779	0
50238	Hs 578T	10097	Erlotinib	Inf	1.011	-0.045127	flat fit: x = Einf	-13.9098	Inf	1.011	0	Inf	1.0134	-0.045422	flat fit: x = Einf	-15.9424	Inf	1.0134	0
50238	Hs 578T	10097	Erlotinib	Inf	1.05	-0.05	flat fit: x = Einf	#NAME?	Inf	1.05	0	Inf	1.05	-0.05	flat fit: x = Einf	#NAME?	Inf	1.05	0
50238	Hs 578T	10097	Erlotinib	Inf	1.05	-0.05	flat fit: x = Einf	#NAME?	Inf	1.05	0	Inf	1.05	-0.049237	flat fit: x = Einf	-662.415	Inf	1.05	0
50238	Hs 578T	10097	Erlotinib	Inf	1.05	-0.016401	flat fit: x = Einf	-0.2344	Inf	1.05	0	Inf	1.05	-0.017414	flat fit: x = Einf	-0.29641	Inf	1.05	0
50238	Hs 578T	10250	Etoposide	5.7301	0.0082948	0.28328	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99333	5.6713	0.012751	2.501	6.3665	-0.71372	0.43478	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99694	9.6937	-0.68756	2.0576
50238	Hs 578T	10250	Etoposide	6.7537	0.0035689	0.28143	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99513	6.6825	0.01327	2.5371	6.9883	-0.81776	0.44537	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99739	11.2022	-0.77708	1.9872
50238	Hs 578T	10250	Etoposide	7.008	0.030049	0.27193	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9946	6.8619	0.035914	3.5377	7.1381	-0.49825	0.40032	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99726	8.8512	-0.46746	3.0686
50238	Hs 578T	10250	Etoposide	13.3304	0.050424	0.23096	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98794	13.0074	0.057709	4.9999	11.9469	-0.69625	0.39933	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99441	14.1666	-0.67225	5
50238	Hs 578T	10251	Fascaplysin	0.72604	0.00069093	0.3139	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98233	0.72589	0.00051271	5	0.83356	-0.86991	0.51673	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99326	1.0086	-0.79697	5
50238	Hs 578T	10251	Fascaplysin	0.72706	0.00086894	0.27413	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99302	0.72706	4.84E-09	5	0.86125	-0.84147	0.48233	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99758	1.0452	-0.81627	5
50238	Hs 578T	10251	Fascaplysin	0.93879	0.00077409	0.25907	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99273	0.93261	0.016256	5	0.95783	-0.94095	0.44571	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98942	1.1577	-0.78978	4.9998
50238	Hs 578T	10098	Gefitinib	10.166	0.038028	0.18234	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.86274	10.166	2.41E-07	2.5042	9.6455	-0.60543	0.22579	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.95397	16.6555	-1	2.0112
50238	Hs 578T	10098	Gefitinib	28.5502	0.41809	0.057114	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97699	28.2606	0.010949	2.1719	22.7623	0.16633	0.07614	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98529	34.3366	-0.72454	2.1788
50238	Hs 578T	10098	Gefitinib	45.0015	0.56831	0.030177	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94035	22.7349	0.45246	3.4462	25.2442	0.27809	0.054488	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9573	25.884	-0.042046	3.2262
50238	Hs 578T	10098	Gefitinib	61.2327	0.66647	0.042315	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8649	31.045	0.37907	2.0897	34.4135	0.51941	0.061607	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.88663	44.898	-0.33573	1.9316
50238	Hs 578T	10108	Geldanamycin	0.067865	0.14896	0.45593	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97846	0.041284	0.22453	1.1993	0.028788	-0.56048	0.80831	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97492	0.051683	-0.41609	1.0348
50238	Hs 578T	10108	Geldanamycin	0.1218	0.12713	0.46851	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98746	0.10257	0.14953	2.0682	0.085433	-0.51623	0.7844	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99012	0.11788	-0.46237	2.034
50238	Hs 578T	10252	Gemcitabine	0.29906	0.43623	0.34328	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9486	0.046843	0.45703	1.3237	0.06223	0.090963	0.53989	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.94745	0.049649	0.14495	1.5157
50238	Hs 578T	10252	Gemcitabine	3.3667	0.45336	0.1934	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.91199	1.4367	0.49292	5	1.6639	0.17312	0.29319	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.92486	1.4743	0.22696	5
50238	Hs 578T	10252	Gemcitabine	6.7902	0.28161	0.21735	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98994	3.7217	0.27936	1.3605	5.2357	0.067987	0.26198	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9936	4.7409	0.061255	1.3166
50238	Hs 578T	10253	Glycyl-H-1152	4.3317	0.44286	0.14125	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99001	1.4292	0.45145	2.1032	3.6991	0.38542	0.14931	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9926	1.6364	0.39003	1.8569
50238	Hs 578T	10172	GSK1059615	1.838	0.064369	0.32201	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99738	1.6689	0.040942	0.88545	0.70247	-0.77507	0.58155	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99879	2.2175	-0.83715	0.85572
50238	Hs 578T	10172	GSK1059615	2.6918	0.014641	0.3161	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99506	2.6486	0.011183	1.3956	1.666	-0.89039	0.5473	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99722	3.7159	-0.89721	1.281
50238	Hs 578T	10172	GSK1059615	3.0659	0.077584	0.26067	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9944	2.6633	0.092064	1.4456	1.4899	-0.71066	0.453	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99627	1.9838	-0.65351	2.9201
50238	Hs 578T	10172	GSK1059615	3.7942	0.012764	0.2557	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.97956	3.7942	3.79E-09	1.0918	2.3608	-0.8836	0.45153	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.98769	6.7076	-1	1.0521
